Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
107805,124835,2-3 times a week,Before exercise,Increased energy and focus,Yes,Neutral,Healthy,Yes,4,Not available locally,Blue Bull,Brand reputation,Wider range of flavors,Guarana,Yes,No,Other,Innovative bottle design,Not Sure,Above 150,Supermarkets,Social outings/parties
107806,124836,Once a week,Before exercise,Increased energy and focus,Yes,Negative,Healthy,No,2,Health concerns,Gangster,Availability,More natural ingredients,Sugar,Yes,No,Online ads,Collectible packaging,No,50-99,Online retailers,Other
107807,124837,2-3 times a week,Throughout the day,Increased energy and focus,No,Negative,Effective,No,2,Health concerns,Bepsi,Taste/flavor preference,More natural ingredients,Vitamins,No,Yes,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
107808,124838,Once a week,To stay awake during work/study,Increased energy and focus,No,Positive,Effective,Yes,1,Health concerns,Blue Bull,Taste/flavor preference,Healthier alternatives,Caffeine,Yes,No,Online ads,Innovative bottle design,Yes,Below 50,Supermarkets,Sports/exercise
107809,124839,Rarely,For mental alertness,To combat fatigue,No,Neutral,Effective,Yes,3,Not available locally,Blue Bull,Taste/flavor preference,Wider range of flavors,Caffeine,No,Yes,Outdoor billboards,Compact and portable cans,Yes,100-150,Supermarkets,Other
107810,124840,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,Yes,1,Other,Gangster,Other,Reduced sugar content,Caffeine,Yes,Not Sure,Online ads,Compact and portable cans,Not Sure,100-150,Local stores,Sports/exercise
107811,124841,2-3 times a month,Before exercise,Increased energy and focus,No,Positive,Dangerous,No,1,Unfamiliar with the brand,Cola-Coka,Availability,Wider range of flavors,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,No,100-150,Other,Studying/working late
107812,124842,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Negative,Effective,No,2,Not interested in energy drinks,Bepsi,Brand reputation,Reduced sugar content,Caffeine,No,Not Sure,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Sports/exercise
107813,124843,Daily,Before exercise,To enhance sports performance,Yes,Neutral,Dangerous,No,3,Not interested in energy drinks,Bepsi,Availability,Wider range of flavors,Sugar,Yes,No,Print media,Collectible packaging,No,Above 150,Gyms and fitness centers,Social outings/parties
107814,124844,Daily,To stay awake during work/study,To combat fatigue,No,Neutral,Not sure,No,1,Health concerns,Gangster,Taste/flavor preference,More natural ingredients,Guarana,No,Yes,Online ads,Eco-friendly design,No,50-99,Gyms and fitness centers,Sports/exercise
107815,124845,Once a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,Yes,3,Not available locally,Bepsi,Availability,Reduced sugar content,Caffeine,No,Yes,TV commercials,Collectible packaging,Yes,100-150,Online retailers,Sports/exercise
107816,124846,2-3 times a week,For mental alertness,To enhance sports performance,Yes,Neutral,Dangerous,No,1,Not interested in energy drinks,Blue Bull,Other,Wider range of flavors,Caffeine,No,Yes,Online ads,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
107817,124847,2-3 times a week,For mental alertness,To boost performance,No,Neutral,Effective,No,2,Not available locally,Cola-Coka,Taste/flavor preference,Reduced sugar content,Vitamins,No,Not Sure,Online ads,Compact and portable cans,No,Above 150,Gyms and fitness centers,Studying/working late
107818,124848,2-3 times a week,To stay awake during work/study,Other,Yes,Positive,Dangerous,No,3,Health concerns,CodeX,Brand reputation,Wider range of flavors,Caffeine,No,No,TV commercials,Collectible packaging,No,100-150,Online retailers,Studying/working late
107819,124849,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,Yes,2,Not available locally,Cola-Coka,Availability,More natural ingredients,Sugar,No,Yes,Online ads,Collectible packaging,Not Sure,100-150,Online retailers,Studying/working late
107820,124850,Daily,Before exercise,To enhance sports performance,No,Neutral,Healthy,Yes,4,Health concerns,CodeX,Availability,Reduced sugar content,Caffeine,No,No,Online ads,Eco-friendly design,Yes,50-99,Online retailers,Driving/commuting
107821,124851,Once a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Not sure,No,2,Health concerns,Sky 9,Brand reputation,Healthier alternatives,Sugar,Yes,No,TV commercials,Eco-friendly design,Yes,Above 150,Supermarkets,Other
107822,124852,Once a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,Yes,3,Not interested in energy drinks,Bepsi,Other,Reduced sugar content,Caffeine,No,No,Online ads,Innovative bottle design,No,50-99,Other,Studying/working late
107823,124853,Once a week,Throughout the day,Other,No,Neutral,Healthy,Yes,5,Not available locally,Blue Bull,Brand reputation,Other,Sugar,No,Yes,Online ads,Collectible packaging,Not Sure,50-99,Supermarkets,Sports/exercise
107824,124854,2-3 times a week,To stay awake during work/study,To boost performance,Yes,Neutral,Dangerous,No,3,Health concerns,CodeX,Brand reputation,Other,Caffeine,Yes,No,Online ads,Compact and portable cans,No,Above 150,Gyms and fitness centers,Other
107825,124855,Rarely,Before exercise,Increased energy and focus,No,Neutral,Effective,No,3,Not available locally,Gangster,Other,Wider range of flavors,Sugar,Yes,No,Online ads,Compact and portable cans,No,100-150,Supermarkets,Studying/working late
107826,124856,Once a week,Throughout the day,To enhance sports performance,Yes,Neutral,Not sure,Yes,4,Not available locally,CodeX,Taste/flavor preference,Wider range of flavors,Caffeine,Yes,No,Outdoor billboards,Collectible packaging,Yes,50-99,Supermarkets,Social outings/parties
107827,124857,2-3 times a week,Throughout the day,Increased energy and focus,No,Neutral,Healthy,No,4,Not available locally,Cola-Coka,Taste/flavor preference,Reduced sugar content,Vitamins,No,Yes,Other,Compact and portable cans,No,50-99,Gyms and fitness centers,Sports/exercise
107828,124858,Once a week,To stay awake during work/study,Increased energy and focus,No,Positive,Dangerous,Yes,3,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,Other,Guarana,No,No,Other,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
107829,124859,Daily,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Effective,No,4,Health concerns,Bepsi,Effectiveness,Reduced sugar content,Vitamins,Yes,No,TV commercials,Compact and portable cans,No,Above 150,Supermarkets,Studying/working late
107830,124860,Rarely,Before exercise,To combat fatigue,No,Neutral,Healthy,No,4,Other,Gangster,Brand reputation,Wider range of flavors,Sugar,Yes,No,Online ads,Compact and portable cans,No,50-99,Supermarkets,Social outings/parties
107831,124861,2-3 times a week,For mental alertness,Increased energy and focus,No,Positive,Not sure,Yes,3,Health concerns,Gangster,Brand reputation,Reduced sugar content,Sugar,Yes,No,Online ads,Innovative bottle design,No,50-99,Supermarkets,Sports/exercise
107832,124862,Rarely,Before exercise,To combat fatigue,No,Negative,Healthy,Yes,5,Other,Bepsi,Brand reputation,More natural ingredients,Sugar,Yes,No,Online ads,Compact and portable cans,Yes,100-150,Gyms and fitness centers,Sports/exercise
107833,124863,Rarely,For mental alertness,To combat fatigue,Yes,Negative,Healthy,Yes,5,Other,Gangster,Availability,Other,Vitamins,No,Yes,Other,Eco-friendly design,No,50-99,Supermarkets,Sports/exercise
107834,124864,Rarely,Throughout the day,To enhance sports performance,No,Positive,Effective,No,4,Not interested in energy drinks,Cola-Coka,Effectiveness,More natural ingredients,Vitamins,Yes,Yes,Other,Compact and portable cans,Not Sure,50-99,Online retailers,Social outings/parties
107835,124865,Daily,Throughout the day,To combat fatigue,Yes,Positive,Not sure,Yes,4,Not interested in energy drinks,Bepsi,Availability,Wider range of flavors,Vitamins,No,Yes,TV commercials,Innovative bottle design,Yes,50-99,Supermarkets,Sports/exercise
107836,124866,2-3 times a week,Before exercise,To enhance sports performance,No,Neutral,Dangerous,Yes,3,Unfamiliar with the brand,Bepsi,Taste/flavor preference,Reduced sugar content,Caffeine,No,No,Online ads,Compact and portable cans,Not Sure,100-150,Supermarkets,Sports/exercise
107837,124867,Daily,For mental alertness,To combat fatigue,No,Neutral,Effective,No,4,Not interested in energy drinks,Gangster,Brand reputation,More natural ingredients,Sugar,Yes,Not Sure,TV commercials,Compact and portable cans,No,100-150,Gyms and fitness centers,Other
107838,124868,2-3 times a month,Throughout the day,To combat fatigue,No,Negative,Dangerous,Yes,1,Health concerns,Cola-Coka,Taste/flavor preference,More natural ingredients,Caffeine,No,Yes,Online ads,Compact and portable cans,No,100-150,Supermarkets,Sports/exercise
107839,124869,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Positive,Dangerous,Yes,4,Not available locally,CodeX,Brand reputation,Healthier alternatives,Vitamins,No,Yes,Other,Compact and portable cans,No,Above 150,Supermarkets,Studying/working late
107840,124870,Rarely,Before exercise,Increased energy and focus,No,Negative,Effective,No,3,Not available locally,Sky 9,Availability,Reduced sugar content,Guarana,Yes,Yes,TV commercials,Compact and portable cans,Yes,50-99,Supermarkets,Sports/exercise
107841,124871,Rarely,For mental alertness,Increased energy and focus,No,Positive,Effective,No,3,Health concerns,Gangster,Taste/flavor preference,Other,Guarana,No,Yes,Online ads,Innovative bottle design,No,50-99,Gyms and fitness centers,Studying/working late
107842,124872,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Not sure,No,2,Not interested in energy drinks,Blue Bull,Taste/flavor preference,Other,Caffeine,Yes,Not Sure,TV commercials,Innovative bottle design,Yes,Below 50,Supermarkets,Other
107843,124873,2-3 times a week,Before exercise,Other,No,Neutral,Not sure,No,2,Not available locally,Cola-Coka,Taste/flavor preference,Healthier alternatives,Sugar,Yes,No,Other,Innovative bottle design,Not Sure,50-99,Online retailers,Sports/exercise
107844,124874,2-3 times a week,Before exercise,Increased energy and focus,Yes,Neutral,Not sure,No,3,Not interested in energy drinks,Sky 9,Effectiveness,Healthier alternatives,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,No,Below 50,Other,Sports/exercise
107845,124875,Once a week,For mental alertness,To combat fatigue,Yes,Positive,Effective,No,2,Unfamiliar with the brand,Cola-Coka,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Online retailers,Sports/exercise
107846,124876,Rarely,To stay awake during work/study,Other,Yes,Neutral,Effective,Yes,5,Not interested in energy drinks,Blue Bull,Other,Reduced sugar content,Sugar,No,Not Sure,Other,Compact and portable cans,No,50-99,Supermarkets,Social outings/parties
107847,124877,Daily,To stay awake during work/study,To combat fatigue,No,Neutral,Effective,Yes,3,Not interested in energy drinks,Gangster,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Not Sure,Online ads,Compact and portable cans,Not Sure,50-99,Supermarkets,Sports/exercise
107848,124878,2-3 times a week,Before exercise,To combat fatigue,No,Neutral,Healthy,Yes,5,Health concerns,Gangster,Effectiveness,Reduced sugar content,Sugar,Yes,Not Sure,Online ads,Innovative bottle design,No,Above 150,Gyms and fitness centers,Social outings/parties
107849,124879,2-3 times a week,Throughout the day,Increased energy and focus,No,Neutral,Healthy,No,4,Not available locally,Bepsi,Effectiveness,More natural ingredients,Vitamins,Yes,Yes,Online ads,Innovative bottle design,Yes,50-99,Supermarkets,Studying/working late
107850,124880,Once a week,For mental alertness,To combat fatigue,No,Neutral,Dangerous,No,2,Health concerns,CodeX,Taste/flavor preference,Healthier alternatives,Vitamins,Yes,Yes,TV commercials,Compact and portable cans,Not Sure,Below 50,Online retailers,Studying/working late
107851,124881,Rarely,For mental alertness,Increased energy and focus,No,Negative,Not sure,No,3,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,Wider range of flavors,Vitamins,No,Yes,Print media,Compact and portable cans,No,50-99,Gyms and fitness centers,Social outings/parties
107852,124882,Once a week,Before exercise,To combat fatigue,No,Neutral,Healthy,Yes,3,Not available locally,Cola-Coka,Other,Healthier alternatives,Vitamins,Yes,Not Sure,Other,Innovative bottle design,Not Sure,Below 50,Other,Studying/working late
107853,124883,Once a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Dangerous,Yes,2,Not available locally,Bepsi,Taste/flavor preference,Wider range of flavors,Caffeine,Yes,Not Sure,Print media,Compact and portable cans,Not Sure,100-150,Online retailers,Sports/exercise
107854,124884,2-3 times a week,Before exercise,To boost performance,No,Negative,Effective,No,2,Unfamiliar with the brand,Blue Bull,Brand reputation,Healthier alternatives,Vitamins,Yes,No,Online ads,Innovative bottle design,Not Sure,Below 50,Online retailers,Social outings/parties
107855,124885,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Negative,Not sure,No,4,Health concerns,Cola-Coka,Other,Wider range of flavors,Vitamins,No,Not Sure,Outdoor billboards,Eco-friendly design,Yes,Above 150,Gyms and fitness centers,Studying/working late
107856,124886,2-3 times a week,Before exercise,To boost performance,Yes,Positive,Not sure,No,4,Not interested in energy drinks,CodeX,Brand reputation,More natural ingredients,Caffeine,No,Not Sure,TV commercials,Compact and portable cans,Not Sure,Below 50,Supermarkets,Studying/working late
107857,124887,2-3 times a week,To stay awake during work/study,To boost performance,No,Positive,Effective,No,5,Health concerns,Cola-Coka,Effectiveness,More natural ingredients,Sugar,Yes,Yes,Online ads,Eco-friendly design,No,50-99,Gyms and fitness centers,Studying/working late
107858,124888,Daily,To stay awake during work/study,To combat fatigue,Yes,Negative,Dangerous,Yes,2,Health concerns,Sky 9,Brand reputation,Wider range of flavors,Vitamins,Yes,Yes,TV commercials,Innovative bottle design,Not Sure,100-150,Supermarkets,Sports/exercise
107859,124889,Once a week,Before exercise,Increased energy and focus,No,Neutral,Effective,Yes,1,Not interested in energy drinks,CodeX,Other,Healthier alternatives,Caffeine,Yes,No,Other,Innovative bottle design,Yes,Below 50,Online retailers,Studying/working late
107860,124890,2-3 times a week,Before exercise,Increased energy and focus,Yes,Neutral,Effective,No,3,Not available locally,Sky 9,Brand reputation,Reduced sugar content,Caffeine,No,Yes,Print media,Compact and portable cans,Not Sure,50-99,Supermarkets,Studying/working late
107861,124891,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Dangerous,No,3,Unfamiliar with the brand,Gangster,Brand reputation,More natural ingredients,Sugar,Yes,No,TV commercials,Compact and portable cans,No,100-150,Gyms and fitness centers,Studying/working late
107862,124892,Daily,Before exercise,To combat fatigue,No,Neutral,Not sure,No,5,Other,Gangster,Effectiveness,More natural ingredients,Sugar,Yes,Not Sure,Other,Collectible packaging,No,100-150,Gyms and fitness centers,Studying/working late
107863,124893,2-3 times a week,Before exercise,Other,No,Neutral,Effective,Yes,2,Health concerns,Sky 9,Effectiveness,Wider range of flavors,Caffeine,Yes,No,Print media,Innovative bottle design,Yes,Below 50,Online retailers,Studying/working late
107864,124894,Rarely,For mental alertness,Increased energy and focus,No,Neutral,Dangerous,Yes,3,Other,Bepsi,Effectiveness,More natural ingredients,Guarana,Yes,No,Other,Compact and portable cans,Not Sure,50-99,Supermarkets,Studying/working late
107865,124895,2-3 times a week,Throughout the day,Increased energy and focus,No,Neutral,Not sure,Yes,4,Not available locally,Bepsi,Brand reputation,More natural ingredients,Vitamins,No,Yes,Online ads,Collectible packaging,No,100-150,Online retailers,Studying/working late
107866,124896,2-3 times a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Effective,Yes,3,Other,Bepsi,Taste/flavor preference,More natural ingredients,Vitamins,Yes,Not Sure,Online ads,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
107867,124897,Rarely,To stay awake during work/study,Increased energy and focus,No,Negative,Dangerous,No,5,Health concerns,Others,Effectiveness,Healthier alternatives,Caffeine,Yes,Yes,Online ads,Other,Not Sure,Above 150,Online retailers,Studying/working late
107868,124898,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,Yes,1,Unfamiliar with the brand,Gangster,Brand reputation,Healthier alternatives,Caffeine,No,Not Sure,Online ads,Compact and portable cans,No,100-150,Online retailers,Studying/working late
107869,124899,Once a week,To stay awake during work/study,Increased energy and focus,No,Negative,Effective,No,5,Unfamiliar with the brand,Cola-Coka,Brand reputation,Other,Guarana,No,Yes,TV commercials,Compact and portable cans,Not Sure,100-150,Supermarkets,Sports/exercise
107870,124900,Once a week,Before exercise,Increased energy and focus,No,Neutral,Dangerous,No,3,Not interested in energy drinks,Others,Availability,Reduced sugar content,Sugar,Yes,Yes,TV commercials,Collectible packaging,No,Below 50,Supermarkets,Studying/working late
107871,124901,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,No,5,Health concerns,Gangster,Availability,Wider range of flavors,Caffeine,Yes,Yes,Online ads,Collectible packaging,No,50-99,Online retailers,Social outings/parties
107872,124902,Rarely,For mental alertness,Increased energy and focus,Yes,Neutral,Dangerous,Yes,3,Not interested in energy drinks,Gangster,Brand reputation,Healthier alternatives,Caffeine,No,Yes,Online ads,Compact and portable cans,No,50-99,Local stores,Sports/exercise
107873,124903,2-3 times a week,Throughout the day,To combat fatigue,Yes,Positive,Effective,No,5,Not interested in energy drinks,Gangster,Other,Healthier alternatives,Sugar,No,Not Sure,TV commercials,Compact and portable cans,No,100-150,Gyms and fitness centers,Sports/exercise
107874,124904,2-3 times a month,Before exercise,Increased energy and focus,No,Negative,Not sure,Yes,4,Not interested in energy drinks,Gangster,Brand reputation,Reduced sugar content,Guarana,No,Not Sure,Online ads,Collectible packaging,No,50-99,Supermarkets,Sports/exercise
107875,124905,Daily,To stay awake during work/study,Increased energy and focus,No,Neutral,Effective,Yes,1,Not interested in energy drinks,Sky 9,Taste/flavor preference,Healthier alternatives,Sugar,No,Yes,Online ads,Collectible packaging,No,100-150,Online retailers,Sports/exercise
107876,124906,2-3 times a week,Before exercise,To enhance sports performance,No,Neutral,Healthy,Yes,3,Other,Cola-Coka,Brand reputation,More natural ingredients,Caffeine,Yes,No,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Sports/exercise
107877,124907,2-3 times a month,Before exercise,To enhance sports performance,No,Neutral,Effective,No,4,Not available locally,Bepsi,Availability,Wider range of flavors,Vitamins,Yes,Yes,TV commercials,Other,Yes,100-150,Online retailers,Sports/exercise
107878,124908,2-3 times a month,To stay awake during work/study,To boost performance,Yes,Negative,Not sure,Yes,4,Not available locally,CodeX,Brand reputation,Reduced sugar content,Caffeine,No,Yes,Outdoor billboards,Innovative bottle design,No,50-99,Other,Driving/commuting
107879,124909,2-3 times a month,Before exercise,To combat fatigue,Yes,Neutral,Healthy,Yes,1,Unfamiliar with the brand,Blue Bull,Effectiveness,Wider range of flavors,Vitamins,Yes,Yes,Online ads,Innovative bottle design,Yes,100-150,Online retailers,Other
107880,124910,2-3 times a month,To stay awake during work/study,To combat fatigue,Yes,Neutral,Effective,Yes,5,Not available locally,Gangster,Brand reputation,Reduced sugar content,Vitamins,No,Not Sure,Online ads,Eco-friendly design,No,50-99,Supermarkets,Studying/working late
107881,124911,2-3 times a week,For mental alertness,Other,Yes,Neutral,Healthy,Yes,4,Unfamiliar with the brand,Bepsi,Effectiveness,More natural ingredients,Caffeine,Yes,Not Sure,Outdoor billboards,Innovative bottle design,Yes,50-99,Supermarkets,Sports/exercise
107882,124912,2-3 times a week,To stay awake during work/study,To enhance sports performance,Yes,Neutral,Healthy,No,3,Unfamiliar with the brand,Cola-Coka,Brand reputation,Wider range of flavors,Sugar,No,Yes,Outdoor billboards,Other,Not Sure,50-99,Supermarkets,Sports/exercise
107883,124913,2-3 times a week,Before exercise,Increased energy and focus,No,Positive,Not sure,Yes,5,Not available locally,Gangster,Other,Reduced sugar content,Sugar,Yes,Yes,Outdoor billboards,Innovative bottle design,Yes,100-150,Online retailers,Social outings/parties
107884,124914,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Dangerous,Yes,1,Health concerns,Blue Bull,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Yes,Print media,Compact and portable cans,Yes,100-150,Online retailers,Sports/exercise
107885,124915,Rarely,Throughout the day,To combat fatigue,No,Neutral,Effective,No,5,Not available locally,Bepsi,Brand reputation,Reduced sugar content,Caffeine,No,Not Sure,TV commercials,Compact and portable cans,Yes,Below 50,Supermarkets,Studying/working late
107886,124916,Daily,For mental alertness,To enhance sports performance,No,Neutral,Not sure,Yes,5,Not available locally,CodeX,Availability,More natural ingredients,Vitamins,Yes,Yes,Outdoor billboards,Compact and portable cans,No,Above 150,Gyms and fitness centers,Studying/working late
107887,124917,Once a week,For mental alertness,To boost performance,Yes,Negative,Not sure,No,4,Health concerns,Blue Bull,Other,Reduced sugar content,Caffeine,No,No,Other,Innovative bottle design,Yes,Above 150,Supermarkets,Sports/exercise
107888,124918,Once a week,For mental alertness,To combat fatigue,No,Neutral,Not sure,Yes,1,Not available locally,Gangster,Taste/flavor preference,Reduced sugar content,Vitamins,No,No,Other,Compact and portable cans,No,100-150,Supermarkets,Sports/exercise
107889,124919,Daily,For mental alertness,Increased energy and focus,Yes,Positive,Dangerous,Yes,1,Health concerns,CodeX,Availability,Reduced sugar content,Caffeine,Yes,Yes,Other,Collectible packaging,No,100-150,Supermarkets,Studying/working late
107890,124920,Daily,To stay awake during work/study,Other,Yes,Neutral,Not sure,No,3,Not interested in energy drinks,Sky 9,Taste/flavor preference,Reduced sugar content,Sugar,Yes,Yes,Print media,Innovative bottle design,Yes,100-150,Online retailers,Sports/exercise
107891,124921,2-3 times a month,Throughout the day,To enhance sports performance,No,Neutral,Effective,Yes,4,Unfamiliar with the brand,Gangster,Brand reputation,More natural ingredients,Guarana,Yes,No,Online ads,Collectible packaging,Yes,Above 150,Supermarkets,Sports/exercise
107892,124922,Daily,For mental alertness,To combat fatigue,Yes,Positive,Effective,Yes,2,Health concerns,Cola-Coka,Other,More natural ingredients,Caffeine,No,No,Outdoor billboards,Innovative bottle design,Yes,Above 150,Local stores,Other
107893,124923,Once a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Healthy,No,4,Other,Blue Bull,Brand reputation,Reduced sugar content,Caffeine,No,Not Sure,TV commercials,Innovative bottle design,Yes,100-150,Other,Sports/exercise
107894,124924,2-3 times a month,For mental alertness,Increased energy and focus,Yes,Negative,Healthy,No,3,Not interested in energy drinks,Cola-Coka,Effectiveness,More natural ingredients,Caffeine,No,Yes,Outdoor billboards,Eco-friendly design,Not Sure,Above 150,Supermarkets,Sports/exercise
107895,124925,2-3 times a week,To stay awake during work/study,To boost performance,No,Neutral,Dangerous,Yes,3,Other,Gangster,Availability,More natural ingredients,Sugar,Yes,Not Sure,Outdoor billboards,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late
107896,124926,Rarely,For mental alertness,Increased energy and focus,No,Neutral,Healthy,Yes,1,Health concerns,Cola-Coka,Other,Healthier alternatives,Sugar,Yes,Yes,Outdoor billboards,Compact and portable cans,Yes,100-150,Other,Sports/exercise
107897,124927,2-3 times a week,For mental alertness,To combat fatigue,Yes,Positive,Not sure,No,1,Health concerns,Bepsi,Taste/flavor preference,Wider range of flavors,Guarana,Yes,Not Sure,TV commercials,Compact and portable cans,No,50-99,Gyms and fitness centers,Studying/working late
107898,124928,2-3 times a week,To stay awake during work/study,To boost performance,Yes,Negative,Healthy,Yes,3,Health concerns,Bepsi,Brand reputation,Wider range of flavors,Sugar,Yes,No,Online ads,Innovative bottle design,Yes,50-99,Online retailers,Studying/working late
107899,124929,Rarely,For mental alertness,Other,No,Neutral,Healthy,No,3,Not interested in energy drinks,Others,Effectiveness,Reduced sugar content,Sugar,Yes,Not Sure,Online ads,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
107900,124930,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Effective,No,5,Other,Blue Bull,Taste/flavor preference,Reduced sugar content,Guarana,Yes,Yes,TV commercials,Innovative bottle design,Yes,100-150,Gyms and fitness centers,Social outings/parties
107901,124931,Daily,To stay awake during work/study,To boost performance,No,Negative,Dangerous,No,2,Unfamiliar with the brand,Gangster,Effectiveness,Other,Caffeine,No,Yes,TV commercials,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late
107902,124932,2-3 times a week,To stay awake during work/study,Other,No,Neutral,Effective,Yes,5,Health concerns,Bepsi,Effectiveness,More natural ingredients,Guarana,No,Yes,Other,Collectible packaging,Yes,100-150,Supermarkets,Sports/exercise
107903,124933,2-3 times a month,For mental alertness,To boost performance,No,Negative,Not sure,No,3,Unfamiliar with the brand,CodeX,Brand reputation,More natural ingredients,Vitamins,Yes,Yes,Online ads,Eco-friendly design,Not Sure,Above 150,Online retailers,Sports/exercise
107904,124934,2-3 times a week,Before exercise,Increased energy and focus,Yes,Neutral,Healthy,No,1,Unfamiliar with the brand,Cola-Coka,Brand reputation,Reduced sugar content,Sugar,No,Yes,Online ads,Innovative bottle design,Yes,100-150,Supermarkets,Sports/exercise
107905,124935,Rarely,For mental alertness,Increased energy and focus,No,Neutral,Healthy,Yes,2,Not interested in energy drinks,Cola-Coka,Brand reputation,More natural ingredients,Sugar,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Social outings/parties
107906,124936,2-3 times a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Healthy,Yes,5,Health concerns,Sky 9,Brand reputation,Reduced sugar content,Sugar,Yes,Yes,Online ads,Innovative bottle design,No,50-99,Supermarkets,Sports/exercise
107907,124937,2-3 times a month,To stay awake during work/study,To combat fatigue,Yes,Neutral,Healthy,No,3,Health concerns,Blue Bull,Brand reputation,More natural ingredients,Vitamins,Yes,Yes,Print media,Compact and portable cans,No,Below 50,Local stores,Social outings/parties
107908,124938,2-3 times a month,Throughout the day,Other,No,Neutral,Healthy,Yes,3,Not interested in energy drinks,Cola-Coka,Other,Reduced sugar content,Vitamins,Yes,No,Online ads,Innovative bottle design,Not Sure,50-99,Local stores,Studying/working late
107909,124939,2-3 times a week,For mental alertness,Other,Yes,Neutral,Effective,No,3,Health concerns,Cola-Coka,Taste/flavor preference,Healthier alternatives,Sugar,No,Yes,Online ads,Compact and portable cans,No,Above 150,Supermarkets,Studying/working late
107910,124940,Daily,For mental alertness,To enhance sports performance,No,Neutral,Healthy,Yes,3,Not interested in energy drinks,Gangster,Brand reputation,More natural ingredients,Guarana,Yes,Not Sure,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Sports/exercise
107911,124941,2-3 times a week,To stay awake during work/study,To boost performance,No,Neutral,Healthy,Yes,4,Not available locally,Blue Bull,Effectiveness,Wider range of flavors,Guarana,Yes,Yes,Online ads,Collectible packaging,Yes,50-99,Gyms and fitness centers,Social outings/parties
107912,124942,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,Yes,4,Not available locally,Bepsi,Taste/flavor preference,Reduced sugar content,Vitamins,No,Yes,TV commercials,Compact and portable cans,No,100-150,Gyms and fitness centers,Sports/exercise
107913,124943,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Positive,Dangerous,No,5,Not interested in energy drinks,Sky 9,Brand reputation,More natural ingredients,Sugar,Yes,Yes,TV commercials,Compact and portable cans,Yes,100-150,Gyms and fitness centers,Studying/working late
107914,124944,Daily,Throughout the day,To enhance sports performance,No,Neutral,Effective,Yes,5,Unfamiliar with the brand,Gangster,Availability,Healthier alternatives,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,Not Sure,50-99,Online retailers,Social outings/parties
107915,124945,Daily,Before exercise,Other,Yes,Negative,Dangerous,No,3,Health concerns,Cola-Coka,Brand reputation,Reduced sugar content,Caffeine,No,Yes,TV commercials,Innovative bottle design,Yes,100-150,Supermarkets,Studying/working late
107916,124946,Once a week,Throughout the day,Increased energy and focus,Yes,Neutral,Effective,No,3,Health concerns,Cola-Coka,Other,Reduced sugar content,Guarana,No,Not Sure,Print media,Other,Yes,100-150,Other,Sports/exercise
